#	first_language	other_known_languages	age	gender	%correct	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	8nine	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	one52	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221
1	English	French	25	Female	0.9050	chalk	deep	fake	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	dress	broom	cheese	Lamb	fruit	catch	blue	gum	Chubby	blocks	wood	present	bow	flat	bat	sun	shot	chest	cake	cut	wind	crib	frog	coal	ants	cages	Place	clock	brown	fork	bee	cream	clouds	holes	bloom	lawn	eats	bruise	clown	rings	gel	clean	gray	chick	gloves	Boots	brakes	truck	gold	eyes	chores	cleats	dog	Birds	pants	belt	three	stove	card	flip	Cracks	outside	broke	dirt	claws	bricks	toilet	crafts	grill	found	fur	car	gone	nine	bear	cliff	dice	bed	bridge	Hedges	roar	green	party	wet	warm	Up	cat	glass	apple	Shower	wear	down	round	boat	goal	store	earth	cough	Bottle	candles	blinking	goose	bright	fingers	Truck	bag	cape	cold	walk	night	grapes	bottle	button	hands	Paws	skunk	crust	bird	freeze	crown	thorns	ghosts	books	bus	bread	nests	camping	foot	Trees	couch	bank	solve	dare	Rat	beard	snake	one	cute	hug	pipe	arms	glue	gills	study	cry	bake	fast	bowl	beat	pink	kitchen	chain	axe	bench	spider	caves	clay	duck	dream	dip	fear	barn	cob	pole	fight	phone	friend	fly	Confidence	game	farm	Lake	string	cap	out	cane	Laundry	bite	hair	fist	clues	dolls	fin	bulb	fridge	eggs	Burst	Athletes	nice	door	cone	fish	inches	live	fixed	whales	lie	fall	steal	school	bones	test	tank	ears	Trooper	Tower
2	English	None	25	Female	0.8869	chalk	deep	fake	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	dress	broom	cheese	goat	Fish	catch	blue	gum	fat	Rings	wood	Gift	bow	flat	bat	sun	shot	chest	cake	cut	wind	crib	frog	coal	ants	cages	grade	clock	brown	fork	bee	cream	clouds	holes	Grow	lawn	eats	bruise	clown	rings	gel	clean	gray	chick	gloves	coat	brakes	truck	gold	eyes	chores	cleats	dog	Bears	pants	belt	three	stove	card	flip	Dirt	outside	broke	Ground	Teeth	bricks	toilet	crafts	grill	found	fur	car	gone	nine	bear	cliff	dice	bed	bridge	Grass	roar	green	party	wet	warm	trees	cat	glass	apple	Shower	wear	down	round	boat	goal	store	earth	cough	Glass	Cake	blinking	goose	bright	fingers	drill	bag	cape	cold	walk	Dusk	grapes	bottle	button	hands	legs	skunk	crust	bird	freeze	Cape	thorns	ghosts	books	bus	bread	nests	camping	foot	clown	couch	bank	solve	dare	mouse	beard	Cat	one	cute	hug	Cigar	arms	glue	gills	study	cry	bake	fast	bowl	beat	pink	kitchen	chain	axe	bench	spider	caves	clay	duck	dream	dip	Chance	barn	cob	pole	fight	Girl	friend	Bee	Ground	game	farm	water	Chord	cap	out	cane	clothes	bite	hair	fist	clues	dolls	fin	bulb	fridge	eggs	Fluid	dancers	nice	door	cone	fish	inches	live	fixed	whales	lie	fall	steal	school	Fossils	Exam	tank	ears	cop	castle
3	English	None	22	Female	0.8778	chalk	deep	fake	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	dress	broom	cheese	goat	Food	catch	blue	gum	fat	blocks	Onion	present	bow	flat	bat	sun	shot	chest	cake	cut	wind	crib	frog	coal	ants	cages	Place	clock	brown	fork	bee	cream	clouds	holes	bloom	lawn	eats	bruise	clown	rings	gel	clean	Black	chick	Rings	Boots	brakes	truck	Diamond	eyes	chores	cleats	dog	Ducks	pants	belt	three	stove	card	flip	dust	Running	broke	dirt	claws	bricks	toilet	Science	grill	found	fur	car	gone	nine	bear	cliff	dice	bed	Sun	bushes	roar	green	party	wet	warm	trees	cat	glass	apple	Shower	wear	down	Circlular	boat	goal	store	earth	cough	cup	candles	blinking	goose	bright	fingers	drill	bag	cape	cold	walk	night	Fruit	bottle	button	hands	Paws	Hose	Recipe	bird	freeze	crown	thorns	ghosts	books	bus	bread	nests	camping	foot	pictures	couch	Jar	solve	dare	Dog	beard	snake	one	cute	hug	pipe	arms	This	gills	Pass	cry	bake	fast	bowl	beat	pink	kitchen	chain	axe	bench	spider	caves	clay	duck	Nap	dip	fear	barn	cob	pole	fight	phone	friend	fly	weight	game	farm	Lake	string	cap	out	cane	Laundry	bite	hair	fist	clues	dolls	fin	bulb	fridge	eggs	Burst	dancers	nice	door	cone	fish	inches	live	fixed	whales	lie	fall	steal	school	Movies	test	tank	ears	cop	Palace
4	Dutch	English, German, Portugese	29	Male	0.8475	chalk	deep	fake	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	Gown	broom	cheese	goat	Fish	catch	blue	gum	fat	blocks	Tree	Gift	bow	flat	bat	sun	shot	chest	cake	Do	wind	crib	frog	coal	ants	cages	grade	clock	brown	fork	bee	cream	clouds	holes	bloom	lawn	eats	Hurt	Act	rings	gell	Closed	gray	chick																																																																																																																																																																		
5	English	Hebrew	22	Male	0.9186	chalk	deep	fake	tear	fried	Button	desk	coach	guess	flop	cows	aisle	flag	Cigarette	plank	dress	broom	cheese	goat	Food	catch	blue	gum	fat	blocks	Tree	Gift	bow	flat	bat	sun	shot	chest	cake	cut	wind	crib	frog	coal	ants	cages	grade	clock	brown	fork	bee	cream	clouds	Bones	bloom	lawn	eats	bruise	clown	rings	gel	clean	gray	chick	gloves	Boots	brakes	Van	gold	eyes	chores	cleats	dog	animals	Sleeves	belt	three	stove	card	flip	dust	Home	broke	dirt	claws	bricks	toilet	crafts	grill	found	fur	car	gone	nine	bear	cliff	dice	bed	bridge	bushes	roar	green	party	wet	warm	trees	cat	glass	apple	Shower	wear	down	round	boat	goal	store	earth	cough	cup	candles	blinking	goose	bright	fingers	drill	bag	cape	cold	walk	night	grapes	Cup	button	hands	Paws	skunk	crust	bird	freeze	crown	thorns	ghosts	books	bus	bread	nests	camping	foot	pictures	couch	bank	solve	dare	mouse	beard	snake	one	cute	hug	pipe	arms	glue	gills	study	Very	bake	fast	bowl	beat	pink	kitchen	chain	axe	bench	Slider	caves	clay	duck	dream	dip	fear	barn	cob	pole	fight	phone	friend	fly	weight	game	farm	water	string	cap	out	Limp	clothes	bite	hair	fist	clues	dolls	fin	bulb	fridge	eggs	Broke	dancers	nice	door	Come	fish	inches	live	fixed	whales	lie	fall	steal	school	bones	test	tank	ears	cop	castle
6	English	None	22	Female	0.8462	chalk	deep	fake	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	dress	broom	cheese	goat	fruit	catch	blue	gum	fat	blocks	wood	Gift	bow	flat	bat	sun	Test	chest	cake	cut	wind	crib	frog	coal	ants	cages	Chair	clock	brown	Form	bee	cream	clouds	Dirt	Grow	Grass	eats	bruise	clown	rings	gel	clean	gray	chick	gloves	coat	brakes	truck	Silver	eyes	chores	cleats	dog	animals	Truck	belt	three	Fire	card	flip	Plastic	Home	broke	Hole	Nails	bricks	toilet	crafts	grill	found	fur	car	gone	nine	Tree	cliff	dice	bed	Stars	bushes	roar	green	party	wet	warm	trees	cat	glass	apple	Shower	wear	down	round	Lake	goal	store	earth	cough	cup	candles	Default	goose	bright	fingers	drill	bag	cape	cold	walk	night	grapes	bottle	Volume	hands	legs	skunk	crust	bird	freeze	crown	thorns	ghosts	books	bus	bread	nests	camping	foot	pictures	couch	bank	Himself	dare	mouse	beard	snake	one	cute	hug	Cigar	feet	glue	Water	study	cry	bake	fast	bowl	beat	pink	Oven	chain	axe	bench	Octopus	Trees	clay	duck	Headache	dip	fear	barn	cob	pole	fight	phone	friend	fly	weight	game	farm	water	string	Top	out	cane	Laundry	bite	hair	fist	Evidence	dolls	Light	bulb	fridge	eggs	Broke	dancers	nice	door	cone	fish	inches	live	fixed	whales	lie	fall	steal	school	bones	test	tank	Eats	cop	castle
7	English	None	43	Female	0.9005	chalk	deep	fake	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	dress	broom	cheese	goat	vegetables	catch	blue	gum	fat	blocks	onions	present	ribbon	flat	bat	sun	shot	chest	cake	cut	wind	crib	frog	coal	ants	cages	grade	clock	brown	fork	bee	cream	clouds	forbones	bloom	lawn	eats	bruise	clown	rings	gel	clean	gray	chick	gloves	coat	brakes	truck	metal	eyes	chores	shorts	dog	animals	pants	belt	three	stove	card	flip	dust	thestore	broke	wormscrawlout	claws	bricks	toilet	crafts	grill	found	fur	car	gone	nine	bear	cliff	dice	bed	stars	bushes	roar	green	party	wet	warm	trees	cat	glass	apple	shower	wear	down	round	boat	goal	store	earth	cough	cup	candles	blinking	goose	bright	fingers	drill	bag	cape	cold	walk	night	grapes	bottle	button	hands	legs	skunk	crust	bird	freeze	crown	thorns	ghosts	books	bus	bread	nests	camping	foot	cartoons	couch	bank	solve	dare	mouse	beard	snake	one	cute	hug	pipe	arms	glue	gills	study	cry	cook	fast	bowl	tempo	pink	oven	chain	axe	bench	spider	caves	clay	duck	dream	dip	regrets	barn	cob	pole	fight	phone	friend	fly	weight	game	farm	water	string	cap	out	cane	towels	bite	hair	fist	clues	dolls	fin	bulb	fridge	eggs	burst	dancers	nice	door	cone	fish	inches	forage	repaired	whales	lie	autumn	steal	school	skeletons	test	tank	ears	policeofficer	castle
8	English	None	55	Female	0.9457	chalk	deep	fake	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	dress	broom	cheese	goat	fruit	catch	blue	gum	fat	blocks	wood	Gift	bow	flat	bat	sun	shot	chest	cake	cut	wind	crib	frog	coal	ants	cages	grade	clock	brown	fork	bee	cream	clouds	holes	bloom	lawn	eats	bruise	clown	rings	gel	Neat	Black	chick	Mittens	Boots	brakes	truck	gold	eyes	chores	cleats	dog	animals	pants	belt	three	Fire	card	flip	dust	outside	broke	dirt	claws	bricks	toilet	crafts	grill	found	fur	car	gone	nine	bear	cliff	dice	bed	bridge	Hedge	roar	green	party	wet	warm	trees	cat	glass	apple	bath	wear	down	round	boat	goal	store	earth	cough	cup	candles	blinking	goose	bright	fingers	drill	bag	cape	cold	walk	night	grapes	bottle	button	hands	legs	skunk	crust	bird	freeze	crown	thorns	ghosts	books	bus	bread	nests	camping	foot	Animals	couch	bank	solve	dare	mouse	beard	snake	one	cute	hug	pipe	arms	glue	gills	study	cry	bake	fast	bowl	beat	pink	kitchen	chain	axe	bench	spider	caves	clay	duck	dream	dip	fear	barn	cob	pole	fight	phone	friend	fly	weight	game	farm	water	string	Top	out	cane	Laundry	bite	hair	fist	clues	dolls	fin	bulb	fridge	eggs	Burst	dancers	nice	door	cone	fish	inches	live	fixed	whales	lie	fall	steal	school	Skeleton	test	tank	ears	cop	castle
9	English	None	61	Female	0.9186	chalk	deep	Imitation	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	dress	broom	cheese	Lamb	Fish	catch	blue	gum	fat	blocks	wood	Gift	bow	flat	bat	sun	shot	chest	cake	cut	wind	crib	frog	coal	ants	cages	grade	clock	brown	fork	bee	cream	clouds	holes	bloom	Grass	eats	bruise	clown	rings	gel	clean	gray	chick	gloves	coat	brakes	truck	gold	eyes	chores	cleats	dog	animals	pants	belt	three	stove	card	flip	dust	outside	broke	dirt	claws	bricks	toilet	crafts	grill	found	fur	car	gone	nine	Wolf	cliff	dice	bed	bridge	Hedge	roar	green	party	wet	warm	trees	cat	glass	apple	bath	wear	down	round	Lake	goal	store	earth	cough	Glass	candles	blinking	goose	bright	fingers	drill	bag	cape	cold	walk	night	grapes	bottle	button	hands	legs	skunk	crust	bird	freeze	crown	thorns	ghosts	books	bus	bread	nests	camping	foot	pictures	Coach	bank	solve	dare	mouse	beard	snake	one	cute	hug	pipe	arms	glue	gills	study	cry	bake	Cats	bowl	beat	pink	kitchen	chain	axe	bench	spider	caves	clay	duck	dream	dip	fear	barn	cob	pole	fight	phone	friend	fly	weight	game	farm	Lake	string	Top	out	cane	Laundry	bite	hair	fist	clues	dolls	fin	bulb	fridge	eggs	Burst	dancers	nice	door	Stick	fish	inches	live	fixed	whales	lie	fall	steal	Smoking	Movies	test	tank	ears	cop	castle
10	Polish	English,Spanish	35	Female	0.8869	chalk	deep	fake	tear	fried	cart	desk	coach	guess	flop	cows	aisle	flag	job	plank	dress	broom	cheese	goat	fruit	catch	blue	gum	fat	blocks	Onion	Gift	bow	flat	bat	sun	shot	chest	cake	cut	wind	crib	frog	coal	ants	cages	grade	clock	brown	fork	bee	cream	clouds	holes	bloom	lawn	eats	bruise	clown	rings	gel	Neat	gray	chick	gloves	coat	brakes	truck	gold	eyes	chores	cleats	dog	Ducks	Shirt	belt	three	stove	card	flip	Newspapers	Hiking	broke	Earth	claws	bricks	toilet	crafts	grill	found	Bellies	Tank	gone	nine	Spider	cliff	dice	bed	Flag	bushes	roar	green	party	wet	warm	trees	cat	glass	apple	Shower	wear	down	round	boat	goal	store	earth	cough	Bottle	candles	blinking	goose	bright	fingers	drill	bag	cape	cold	walk	night	grapes	bottle	button	hands	legs	skunk	crust	bird	freeze	crown	thorns	ghosts	books	bus	bread	nests	camping	foot	Birds	couch	bank	solve	dare	mouse	beard	snake	one	cute	hug	pipe	arms	glue	gills	study	cry	bake	fast	bowl	beat	pink	kitchen	chain	axe	bench	spider	caves	clay	duck	Headache	Salsa	fear	barn	cob	pole	fight	phone	friend	fly	Confidence	Match	farm	Lake	string	cap	out	cane	Laundry	bite	hair	fist	clues	dolls	fin	bulb	fridge	eggs	Burst	dancers	Kind	door	Stick	fish	inches	live	Mended	whales	lie	fall	steal	school	bones	test	tank	ears	cop	castle
